date,sourceType,xeroId,contact,description,accountCode,accountName,accountType,accountClass,lineAmount,taxType
2026-04-13,SPEND bank txn,8f9b6aaf-31eb-4f90-8290-eb511610629e,Alliance automotive UK LV ltd,VAT: GB945169595,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,300,INPUT2
2026-03-09,SPEND bank txn,8fe82914-9808-4ea3-a895-34abe724ad42,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-03-06,SPEND bank txn,8ffe79c8-2bb5-4423-9e9e-1c7a669901a7,Napa Auto Parts,,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,383.94,INPUT2
2025-12-22,SPEND bank txn,903f61f7-d2ac-4a45-901a-e52c23b80138,BOOKMYGARAGE,,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,48,NONE
2026-04-23,SPEND bank txn,90412a05-4398-4a9e-b86a-7e3fcbfa24bb,Mr R A Billings,Mr R A Billings ref: ,835,Directors' Loan Account,CURRLIAB,LIABILITY,108,NONE
2025-11-05,SPEND bank txn,91ea0e78-997b-4f7e-94ef-c48c63706a10,SCOTT FILL,Scott Fill ref: ,814,Wages Payable - Payroll,CURRLIAB,LIABILITY,250,NONE
2026-02-13,SPEND bank txn,92254605-3288-489b-8c6d-d7955595b5cc,PROREMAPS,"PROREMAPS.CO.UK - Unit 4, Whitacre Industrial Park Whitacre Str, HUDDERSFIELD",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,74.16,INPUT2
2026-02-20,SPEND bank txn,924f23ba-a465-4fa9-a2fd-16404f3d3f74,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2025-12-24,SPEND bank txn,926695af-d14d-40b2-9ce2-b109d0fff98f,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-01-12,SPEND bank txn,9283f639-b384-40e2-ac19-3ac19c841c8e,TAKEPAYMENTS LTD,,485,Subscriptions,OVERHEADS,EXPENSE,1.2,EXEMPTINPUT
2026-04-30,SPEND bank txn,9289b308-14f8-45f9-8637-268093804c13,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-01-20,SPEND bank txn,92fc61c0-beef-4037-b419-80fba3145a0e,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-06-23,SPEND bank txn,9303b7e2-828c-4f4e-8394-4ea5ba32184e,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,923,Credit Flex 828,CURRLIAB,LIABILITY,12.79,NONE
2026-03-17,SPEND bank txn,9323b60c-3322-4109-8270-99a68b5d85e4,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2025-12-08,SPEND bank txn,93508622-bd89-4b40-b158-886e4897d5e5,SCOTT FILL,Scott Fill ref: ,814,Wages Payable - Payroll,CURRLIAB,LIABILITY,100,NONE
2025-12-10,SPEND bank txn,93eb0955-1e38-493c-ba23-83c59c5a554e,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,913,Credit Flex 916.43,CURRLIAB,LIABILITY,248.32,NONE
2026-03-19,SPEND bank txn,942f0024-f2e7-415c-82be-c5ffba81192e,Alliance automotive UK LV ltd,VAT: GB945169595,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,1000,INPUT2
2026-02-03,SPEND bank txn,951509c7-3b9c-4738-aaea-1d404772e758,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,917,Credit Flex 3000,CURRLIAB,LIABILITY,812.88,NONE
2025-11-09,SPEND bank txn,95f377d0-7f68-4236-95b3-3f8f4a6163f7,SARAH SCHOFIELd,Sarah Schofield ref: ,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,380,INPUT2
2025-11-14,SPEND bank txn,95fc95f1-ba1f-4959-acd6-94dde393a506,FDMS,FDMS ref: ,485,Subscriptions,OVERHEADS,EXPENSE,54.8,INPUT2
2026-02-20,SPEND bank txn,96209ba6-4b30-4268-a702-1373485c2d2a,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2025-12-08,SPEND bank txn,96aeaf75-b42e-429b-89cf-aedac4aaca7c,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-04-26,SPEND bank txn,971014a9-0953-4310-a35d-eac2c845d3f3,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,921,Credit Flex 3500,CURRLIAB,LIABILITY,357.94,NONE
2026-02-25,SPEND bank txn,974936a8-0ed8-4508-a1d9-8d019acfada3,dvsa,,325,Direct Expenses,DIRECTCOSTS,EXPENSE,102.5,NONE
2026-03-26,SPEND bank txn,977492d4-401f-415f-a393-dbb1af2efd99,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-02-16,SPEND bank txn,9787743d-8c61-4f12-9a60-6e2a8faf9fb4,BOOKMYGARAGE,,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,24,NONE
2026-06-06,SPEND bank txn,97c1189b-63af-4500-bc85-9c4199086212,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,918,Credit Flex 3800,CURRLIAB,LIABILITY,388.62,NONE
2026-05-05,SPEND bank txn,97d7c14a-ef02-4cf1-9199-a3e0eaed2fc8,BOOKMYGARAGE,,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,24,NONE
2026-01-16,SPEND bank txn,989c78d7-55c3-48d6-bb2f-bbb038632ad0,TPS Huddersfield,"VWG-HUDDERSFIELD TPS - UNIT F, HUDDERSFIELD",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,69.55,INPUT2
2026-03-23,SPEND bank txn,989d6068-aed2-4ab8-ab31-48195d114f50,BIFFA WASTE SERVIC,BIFFA WASTE SERVIC ref: ,408,Cleaning,OVERHEADS,EXPENSE,157.92,INPUT2
2026-03-02,SPEND bank txn,9913b57b-11da-4834-898b-e0277e55cec8,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2025-11-05,SPEND bank txn,993c459d-469a-4b42-8e3f-09bb5328894a,CAPITAL ON TAP,CAPITAL ON TAP ref: ,835,Directors' Loan Account,CURRLIAB,LIABILITY,856.46,NONE
2026-02-24,SPEND bank txn,994132cd-33c5-46b5-990f-64f2832539ca,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-03-30,SPEND bank txn,99ef62af-40e7-4a9d-8cda-29adf26b3f51,BOOKMYGARAGE,,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,24,NONE
2026-01-20,SPEND bank txn,9a2eb4c8-9513-4e7b-a4d0-1d59a1fd8470,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-04-22,SPEND bank txn,9aeac8db-6c93-4607-be1b-25f55b5bcd0a,Napa Auto Parts,,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,507.88,INPUT2
2025-11-27,SPEND bank txn,9b76eefb-dc92-4519-ae3c-ef795bc03fc4,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-01-20,SPEND bank txn,9bcb2025-ffb6-43b6-b9db-fb5e89bac930,EMS,EMS ref: ,485,Subscriptions,OVERHEADS,EXPENSE,53,INPUT2
2025-11-04,SPEND bank txn,9bd59cfd-47eb-4d00-882f-0b51b8d7135f,MOT MANAGER,VAT No 240 4408 43.,485,Subscriptions,OVERHEADS,EXPENSE,150,INPUT2
2025-12-05,SPEND bank txn,9bfb598e-d621-4261-b0a3-f2002e0baa4d,SCOTT FILL,Scott Fill ref: ,814,Wages Payable - Payroll,CURRLIAB,LIABILITY,250,NONE
2026-03-02,SPEND bank txn,9c15bb95-43f6-4fcc-9962-d1dd54ce94f0,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,916,Credit Flex - 760.80,CURRLIAB,LIABILITY,141.84,NONE
2026-01-26,SPEND bank txn,9c2b59ac-f61c-4bf1-8077-d9f297e623e3,SCOTT FILL,Scott Fill ref: ,814,Wages Payable - Payroll,CURRLIAB,LIABILITY,300,NONE
2025-12-18,SPEND bank txn,9c888202-81d3-4985-892d-111828f1db18,Amazon,"AMZNMktplace*Z33UX91D4 - 1 Principal Pl, Worship St, LONDON",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,3.99,INPUT2
2026-01-14,SPEND bank txn,9c8a1a30-122a-4e99-a2bd-22dee69d3760,Amazon,"AMZNMktplace*Z33UX91D4 - 1 Principal Pl, Worship St, LONDON",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,22.99,INPUT2
2026-01-27,SPEND bank txn,9ca7e6b2-8c8f-4e0d-abc5-2bc8a6266162,JOHNSONS WORKWEAR 1,VAT: GB825489105,492,Workwear,EXPENSE,EXPENSE,94.8,INPUT2
2025-12-19,SPEND bank txn,9cecbdac-f36c-4e84-8a11-c9f8d09c729f,REECE RILEY,Reece Riley ref: ,814,Wages Payable - Payroll,CURRLIAB,LIABILITY,1650,NONE
2025-12-16,SPEND bank txn,9cf8ea7c-ead6-4f93-b513-1566f7ddc658,PROREMAPS,"PROREMAPS.CO.UK - Unit 4, Whitacre Industrial Park Whitacre Str, HUDDERSFIELD",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,74.16,INPUT2
2026-04-01,SPEND bank txn,9d940645-f1ae-4cba-b4a0-b7a03f18ef67,PROREMAPS,,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,74.16,INPUT2
2026-03-27,SPEND bank txn,9dc1b1c5-d400-4d41-9753-4c394dec9123,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2025-11-21,SPEND bank txn,9e0e2ce7-d60b-4254-919c-d63dac3e9f13,ICONIC MEDIA,GB 343968563,400,Advertising & Marketing,OVERHEADS,EXPENSE,30,INPUT2
2026-04-10,SPEND bank txn,9e82073c-1845-49ac-ab5d-9e8996739c6d,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-03-12,SPEND bank txn,9e9b10de-e6f2-445e-bb61-e2ab2447f171,CLEARBUSINESS,Subscription for payments solution provider ,485,Subscriptions,OVERHEADS,EXPENSE,18,INPUT2
2026-03-03,SPEND bank txn,9ff14b00-750e-4bed-9bb0-e4cd996cf130,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-01-05,SPEND bank txn,a02afd6c-b4ac-49f9-8575-cff3170df69e,Iwoca,"WWW.IWOCA.CO.UK - Central Court 25 Southampton Buildings C/O Ci, LONDON",901,IWOCA Loan,TERMLIAB,LIABILITY,2620.31,NONE
2025-12-03,SPEND bank txn,a0f7409e-f664-42b6-968f-ee75a72832f3,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-04-01,SPEND bank txn,a1143e5d-21a1-4ee6-9433-f19f4b27b655,GOCARDLESS,,400,Advertising & Marketing,OVERHEADS,EXPENSE,28.55,INPUT2
2026-01-02,SPEND bank txn,a14bb278-4dd0-46ed-b18e-42c1b3e3b809,DVLA-FR13BNX,DVLA-FR13BNX ref: ,325,Direct Expenses,DIRECTCOSTS,EXPENSE,18.37,NONE
2026-02-17,SPEND bank txn,a1a4f0d3-5877-404a-9f88-731d0708b5a1,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-03-23,SPEND bank txn,a210f28f-4665-4763-bca1-ccd0ade81bf8,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2025-11-18,SPEND bank txn,a2964e49-82c6-43ca-a8e8-eb32df47ac4d,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2025-11-03,SPEND bank txn,a2cec756-4cdb-4238-ad42-f97aa2790255,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-03-06,SPEND bank txn,a33786a4-6de1-4578-9ad4-1177a6bb89a7,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2025-12-05,SPEND bank txn,a39c3dad-5fb3-46bd-8b6e-32697596b4bf,PROREMAPS,"PROREMAPS.CO.UK - Unit 4, Whitacre Industrial Park Whitacre Str, HUDDERSFIELD",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,74.16,INPUT2
2026-01-09,SPEND bank txn,a3fe3792-c129-4655-aa04-652124da1a28,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-05-17,SPEND bank txn,a4913976-620c-4d77-af7f-7ff4bdf8ded4,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,922,Credit Flex 850,CURRLIAB,LIABILITY,158.47,NONE
2025-11-01,SPEND bank txn,a4fc05e9-9350-4d12-8a26-e33318a48039,Bank fee,Fees: Bank transfer and Direct Debit for last month (20p per transaction),404,Bank Fees,OVERHEADS,EXPENSE,69.99,EXEMPTINPUT
2026-01-01,SPEND bank txn,a5368a4c-e66f-4db2-951c-c41ab058d876,DEBT & REVENUE SERVICE,,825,PAYE Payable,CURRLIAB,LIABILITY,323.3,NONE
2025-12-14,SPEND bank txn,a551ec2c-51c7-47f5-92d4-8a0fcaf1aa5d,SCOTT FILL,Scott Fill ref: ,814,Wages Payable - Payroll,CURRLIAB,LIABILITY,200,NONE
2026-02-12,SPEND bank txn,a572eb5b-17a1-4db0-87eb-e13873a3faa6,PROREMAPS,"PROREMAPS.CO.UK - Unit 4, Whitacre Industrial Park Whitacre Str, HUDDERSFIELD",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,74.16,INPUT2
2026-03-04,SPEND bank txn,a5b66a58-3362-45cf-bef7-48496d1ef493,GOCARDLESS,,400,Advertising & Marketing,OVERHEADS,EXPENSE,28.55,INPUT2
2026-02-12,SPEND bank txn,a5d157b8-ede9-49f8-ab36-23a3f7f4a7f1,CLEARBUSINESS,Subscription for payments solution provider ,485,Subscriptions,OVERHEADS,EXPENSE,18,INPUT2
2026-03-04,SPEND bank txn,a687bf3f-f605-4577-8c37-97d68011bd1d,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-02-24,SPEND bank txn,a692db78-a7cd-40c6-9045-d342263b5575,The Searchpoint Group,"THE SEARCHPOINT GROUP - Earl Business CentreDowry Street, OLDHAM",400,Advertising & Marketing,OVERHEADS,EXPENSE,60,NONE
2025-10-31,SPEND bank txn,a6f658a7-82aa-4786-a9b1-a1d8e51fb15b,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-06-24,SPEND bank txn,a7dd22e2-0593-4940-a8f1-b01998881327,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,923,Credit Flex 828,CURRLIAB,LIABILITY,80.84,NONE
2026-02-16,SPEND bank txn,a85a56eb-8043-4a1c-a2a1-935728d88562,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2025-11-19,SPEND bank txn,a9c9a3ca-cd96-4a3e-93c8-91b6fe9fd1c4,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2025-11-09,SPEND bank txn,a9fc3a01-6a37-4e42-9501-dfc891914a9e,MR S FILL,Mr s fill ref: ,319,Sub-contractor Costs,DIRECTCOSTS,EXPENSE,400,NONE
2026-04-30,SPEND bank txn,aa5f3951-1e2a-4b57-ac4a-58e3fb18b4be,Amazon,"AMZNMktplace*Z33UX91D4 - 1 Principal Pl, Worship St, LONDON",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,19.99,INPUT2
2026-03-26,SPEND bank txn,aa7c63c9-5546-4e8d-9ec0-c423082b4003,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,921,Credit Flex 3500,CURRLIAB,LIABILITY,357.94,NONE
2025-11-08,SPEND bank txn,aab9f885-315c-46e2-bf08-1eaa6a7c2405,dvsa,,325,Direct Expenses,DIRECTCOSTS,EXPENSE,102.5,NONE
2026-01-15,SPEND bank txn,aae3fe56-df92-47d0-8a96-cfb662626c7e,Amazon,"AMZNMktplace*Z33UX91D4 - 1 Principal Pl, Worship St, LONDON",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,25.99,INPUT2
2026-01-22,SPEND bank txn,aae930fd-1a02-4a9d-90b5-4652051618a5,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2025-12-16,SPEND bank txn,ab14465d-dcc6-446d-a618-1dbc2c355682,PROREMAPS,"PROREMAPS.CO.UK - Unit 4, Whitacre Industrial Park Whitacre Str, HUDDERSFIELD",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,49.44,INPUT2
2026-04-20,SPEND bank txn,ab6706c1-29a9-4cf1-abe0-bb197095cfb8,EMS,EMS ref: ,485,Subscriptions,OVERHEADS,EXPENSE,53,INPUT2
2025-11-18,SPEND bank txn,ab79fb11-a7cd-4d09-bad3-75034ff759a1,Business waste Ltd,,408,Cleaning,OVERHEADS,EXPENSE,108,INPUT2
2026-03-26,SPEND bank txn,aba26159-8822-4d19-a04e-bc79083c12cd,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2025-12-30,SPEND bank txn,abebcf94-f294-4d39-8638-fcd06203d33a,PROREMAPS,"PROREMAPS.CO.UK - Unit 4, Whitacre Industrial Park Whitacre Str, HUDDERSFIELD",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,74.16,INPUT2
2026-03-18,SPEND bank txn,ad472663-36be-4ba9-a600-8297a0089644,EMS,EMS ref: ,485,Subscriptions,OVERHEADS,EXPENSE,53,INPUT2
2025-11-03,SPEND bank txn,ad47a5a1-98d6-44ec-b7f6-d57b2efb50f8,DVLA-N15NAH,DVLA-N15NAH ref: ,325,Direct Expenses,DIRECTCOSTS,EXPENSE,22.31,NONE
2026-05-26,SPEND bank txn,ae2087e9-4d11-4a23-8f79-4177693e79d2,MAXIMISE CAPITAL FINANCE LTD,,907,Loan - MAXCAP,TERMLIAB,LIABILITY,1136,NONE
2026-04-17,SPEND bank txn,ae213290-ea5d-4f96-a446-9cf78b0702d8,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,922,Credit Flex 850,CURRLIAB,LIABILITY,143.63,NONE
2025-12-30,SPEND bank txn,ae3c2c89-b011-415b-a92e-399d56627f91,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-02-20,SPEND bank txn,ae46e6d7-cca5-46b8-b930-3672897ac9a6,ICONIC MEDIA,GB 343968563,400,Advertising & Marketing,OVERHEADS,EXPENSE,30,INPUT2
2026-01-29,SPEND bank txn,ae4c02e5-af51-4d8f-a83f-670317ce464d,Alliance automotive UK LV ltd,VAT: GB945169595,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,390,INPUT2
2026-03-21,SPEND bank txn,ae4e5871-9fb7-44a5-a848-7ae96bb2a713,REECE RILEY,Reece Riley ref: ,814,Wages Payable - Payroll,CURRLIAB,LIABILITY,50,NONE
2025-12-05,SPEND bank txn,ae7b885f-2c2f-49a0-8375-71400a1d9e1d,Learn About Limited,"LEARN ABOUT LTD - Newminster House, 27-29 Baldwin Street, BRISTOL",480,Staff Training,OVERHEADS,EXPENSE,399,NONE
2026-02-12,SPEND bank txn,ae99296f-60ea-4c2c-8488-48829aa16b1e,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-07-02,SPEND bank txn,aee423e4-2cee-46b9-85ca-a85f7eee1f36,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,916,Credit Flex - 760.80,CURRLIAB,LIABILITY,140.78,NONE
2026-01-23,SPEND bank txn,aeeee3f8-e477-47ca-bbc1-f58ccd068758,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-04-23,SPEND bank txn,afa1d9ed-4074-4583-b143-d99b710d1ae2,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,97.49,NONE
2026-01-13,SPEND bank txn,b036a315-f64f-4ff1-a151-241b0f56caf2,SCOTT FILL,Scott Fill ref: ,814,Wages Payable - Payroll,CURRLIAB,LIABILITY,150,NONE
2026-01-13,SPEND bank txn,b0abc06e-9424-4d4a-a619-9f54b15fb459,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-03-04,SPEND bank txn,b0b6e409-3d17-448c-ab7a-86c1120fe0ab,MOT MANAGER,VAT No 240 4408 43.,485,Subscriptions,OVERHEADS,EXPENSE,150,INPUT2
2026-01-10,SPEND bank txn,b0f0e100-43d1-48f8-a34c-4bc9f68a19b9,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,913,Credit Flex 916.43,CURRLIAB,LIABILITY,248.32,NONE
2026-04-16,SPEND bank txn,b10ffeeb-ff5c-4d50-824b-dab5ab8f4d9e,PROREMAPS,"PROREMAPS.CO.UK - Unit 4, Whitacre Industrial Park Whitacre Str, HUDDERSFIELD",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,49.44,INPUT2
2026-04-09,SPEND bank txn,b1d36756-03c5-4c2a-970c-78ec1a33cf55,Ian W Bentley Bulk Transport Ltd,Ian W Bentley Bulk Transport Ltd ref: ,469,Rent & Rates,OVERHEADS,EXPENSE,1200,INPUT2
2026-03-25,SPEND bank txn,b21fe7a4-9081-4d77-98dd-83105804856d,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-03-24,SPEND bank txn,b230b80a-bc00-493e-a649-c95c5700d187,PROREMAPS,"PROREMAPS.CO.UK - Unit 4, Whitacre Industrial Park Whitacre Str, HUDDERSFIELD",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,74.16,INPUT2
2026-03-17,SPEND bank txn,b2d859ef-7ce4-4947-9b8b-83db187215af,BOOKMYGARAGE,,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,24,NONE
2026-03-24,SPEND bank txn,b35848df-b7b0-40ad-953c-8346d2d49307,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-02-10,SPEND bank txn,b3c4d3a9-4aa7-400a-aa7e-9c72cc104f9d,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2025-11-05,SPEND bank txn,b3cb4f4d-fd3e-48e1-885b-61db967f3f1e,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2025-12-01,SPEND bank txn,b45ac332-445e-4d3e-9c3c-6c9e791a037f,Miss K Hawley,Office supplies,461,Printing & Stationery,OVERHEADS,EXPENSE,298.78,NONE
2026-02-13,SPEND bank txn,b46fb3f6-8038-4742-8cd0-58a78ecb7e2a,dvsa,,325,Direct Expenses,DIRECTCOSTS,EXPENSE,102.5,NONE
2026-03-02,SPEND bank txn,b47c219c-f49c-470f-bc1a-e1e002192ca5,DVLA-J25SJF,DVLA-J25SJF ref: ,325,Direct Expenses,DIRECTCOSTS,EXPENSE,23.18,NONE
2026-04-01,SPEND bank txn,b47f038d-63f6-4769-80b1-5c474caad2df,DVLA-N15NAH,DVLA-N15NAH ref: ,325,Direct Expenses,DIRECTCOSTS,EXPENSE,23.18,NONE
2026-01-12,SPEND bank txn,b487a5f5-4e0b-4495-a1c2-5d6c07909d6c,CAPITAL ON TAP,CAPITAL ON TAP ref: ,835,Directors' Loan Account,CURRLIAB,LIABILITY,1490.21,NONE
2025-11-10,SPEND bank txn,b49a7e98-fdfe-44d1-9f58-502778677fbb,BOOKMYGARAGE,,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,144,NONE
2026-02-23,SPEND bank txn,b541775d-af23-403f-9751-919092504974,SCOTT FILL,Scott Fill ref: ,814,Wages Payable - Payroll,CURRLIAB,LIABILITY,300,NONE
2025-12-10,SPEND bank txn,b5d23e8e-4512-471a-8c97-12612f703112,TAKEPAYMENTS LTD,,485,Subscriptions,OVERHEADS,EXPENSE,1.2,EXEMPTINPUT
2026-03-25,SPEND bank txn,b60613d3-86bc-4d5d-ba6c-f924e6d59f69,BOOKMYGARAGE,,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,24,NONE
2026-05-11,SPEND bank txn,b6ebaa25-5c8b-4b97-9c58-f013e4444f6a,BOOKMYGARAGE,,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,24,NONE
2026-04-29,SPEND bank txn,b762ccf9-0997-4be7-bf52-a842f6429165,Napa Auto Parts,,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,400,INPUT2
2026-03-10,SPEND bank txn,b78e5e5a-ab56-4271-8117-a098ba0a73b0,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-03-30,SPEND bank txn,b7aaa8ad-3acc-4af9-9df7-126f1b5b1977,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2025-12-10,SPEND bank txn,b7c8f067-9836-409b-bb8d-aebb66f0907d,JOHNSONS WORKWEAR 1,VAT: GB825489105,492,Workwear,EXPENSE,EXPENSE,75.84,INPUT2
2026-03-10,SPEND bank txn,b8bc3b98-bc24-46b4-93d2-93050d35f325,Forward security services ltd,Forward security services ltd ref: ,485,Subscriptions,OVERHEADS,EXPENSE,29.59,INPUT2
2026-01-12,SPEND bank txn,b8df5d46-1913-492c-a031-a4a045fd90bd,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-04-17,SPEND bank txn,b8e516ab-6027-40f2-a68d-536add22017a,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,922,Credit Flex 850,CURRLIAB,LIABILITY,14.84,NONE
2026-03-11,SPEND bank txn,b9b1cd98-db9e-42f3-8c2a-9cd945c87065,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-03-26,SPEND bank txn,ba38983b-dad6-4e21-bf76-3061d0855077,Stapletons Tyre Services,,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,237.66,INPUT2
2026-03-12,SPEND bank txn,bab9466c-f560-46ea-ba2d-3858fcc93d3b,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-04-09,SPEND bank txn,bac685b0-c55d-4ac6-8768-8ab771a742c2,Ian W Bentley Bulk Transport Ltd,Ian W Bentley Bulk Transport Ltd ref: ,469,Rent & Rates,OVERHEADS,EXPENSE,1050,INPUT2
2026-02-03,SPEND bank txn,bac759c6-7405-45e0-aa36-d51b85ee9776,GOCARDLESS,,400,Advertising & Marketing,OVERHEADS,EXPENSE,28.55,INPUT2
2026-01-20,SPEND bank txn,baf2e918-e4ce-40ee-956a-e06a1ba7f40f,General Traffic,,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,1000,INPUT2
